rel-1,0.5995557031990545
fmf-1,0.14343009429893785
pp1-1,0.5844431281493435
pna-1,0.0996703691828332
c837-1,0.1258758593413895
adv-1,0.2715873643847879
asm-1,0.5839108527950372
vad-1,0.20267226775266672
MT1-1,0.48432886303317724
MT2-1,0.10855132099955385
bk1-1,0.21835837380187842
rel-2,0.5917862175796438
fmf-2,0.07701635339554946
pp1-2,0.38333846617286393
pna-2,0.06774853661569649
c837-2,0.0
adv-2,0.314147981039278
asm-2,0.41740636119807406
vad-2,0.14136668232480976
MT1-2,0.388977828936986
MT2-2,0.05984793835720001
bk1-2,0.17288457615259117
rel-3,0.44423378663831026
fmf-3,0.13230356829096523
pp1-3,0.4158260919477303
pna-3,0.273288456611163
c837-3,0.042318645990614925
adv-3,0.4360886999793592
asm-3,0.37925578541130806
vad-3,0.3712550204105767
MT1-3,0.47279150048481333
MT2-3,0.22224619869572868
bk1-3,0.15015290227179878
rel-4,0.517833898091731
fmf-4,0.0881840061776728
pp1-4,0.44423166937772396
pna-4,0.4633343373317244
c837-4,0.3105433007464523
adv-4,0.44194739067088507
asm-4,0.408499030872966
vad-4,0.4475285582487564
MT1-4,0.47279150048481333
MT2-4,0.046114927300538636
bk1-4,0.01594904150788349
rel-5,0.52111116206337
fmf-5,0.13834075291204392
pp1-5,0.46438665656898437
pna-5,0.20145259211539365
c837-5,0.22641706945741735
adv-5,0.4222293556289518
asm-5,0.4046923931945209
vad-5,0.17926931215443084
MT1-5,0.4553968998196767
MT2-5,0.2738061365216245
bk1-5,0.41127130374233434
